topic_id,variety_source,site,topic
T2136,ZA,thoselegends.blogspot.com,"Legends from a small country: ""Prince of fools"""
T2137,US,blindgossip.com,She Found Out The Same Time You Did
T2138,IE,tonygriffin.org,The use of meditation in Sport
T2139,ZA,flat-line.co.za,How to not get taken for a ride when looking for a rental property
T2140,GB,blog.catherinepope.co.uk,Hope and Glory: A Life of Dame Clara Butt
T2141,ZA,jacobson.co.za,Time for a Spring Clean Legal Review for your business
T2142,GB,tech-write.co.uk,Writing fake product reviews? Could be a bad idea...
T2143,IE,reardens.com,Reardens GAA All Star Awards 2012
T2144,ZA,helderbergphoto.com,Amendment to the number of images submitted for
T2145,IE,freelancer-frank.com,Possible Dropbox Pitfall | (Ex)Freelancer Frank
T2146,IE,cearta.ie,Political advertising in the morning
T2147,IE,moirageary.com,How to Be and Stay in Control
T2148,US,governingpeople.com,Bristol one of the First UK Cities to have 4g
T2149,IE,skerriessoundwaves.com,From Sketch to Screen - Festival Opening
T2150,AU,alcoholrehabilitationclinics.net,A Great Deal With Mask Menu For 5 Common Epidermis Problems
T2151,AU,womanincredible.com,33 Ways To Be Gorgeous Happy and Free (Or: My Birthday Self
T2152,ZA,firstascent.co.za,First Ascent Big Induna
T2153,IE,foylecycling.net,The winter warrior..or how not to!
T2154,GB,spermdonationuk.co.uk,Lesbian couple Looking to Find a sperm donor in Alcester
T2155,IE,nohouseholdtax.org,"Campaign ""fully prepared to legally defend householders is they are"
T2156,US,deskarati.com,Which Building is in Front of the Other?
T2157,ZA,tarynvanrensburg.com,Lessons from a not-so-perfect mother
T2158,ZA,racerzone.co.za,Great end of season for Brad Binder
T2159,ZA,zkhiphani.co.za,1st annual South African hip hop awards
T2160,US,greatestbrandshere65.blogspot.com,"Cooktop, angie spent that he had made her and developed to form ..."
T2161,GB,tutor2u.net,25 Ways to Get The Startup Right
T2162,IE,thefitnessagency.ie,Gael Force West 2012 | The Fitness Agency
T2163,GB,iytywnm.blogspot.com,"It's your time you're wasting, not mine: Some of the things I say to my"
T2164,US,easthampton.htnp.com,Who do you think should be in the East Hampton Athletic Hall of
T2165,IE,hugoodoherty.com,The ballad of Colonel Kenny (Two of us riding nowhere spending
T2166,AU,seomarketingcompany.com.au,Guarding Your own Assets While you shop to get the best SEO
T2167,AU,jonathon-bradshaw.com,Shake Down To The Nationals.
T2168,GB,ribbyhall.co.uk,HAVE YOUR CHRISTMAS ALL WRAPPED UP AT THE SPA HOTEL
T2169,GB,answers.beatthebrochure.com,Inclined to Rolex Steel Submariner All the time
T2170,IE,newtownschool.scoilnet.ie,Students' First Impression of TY newtownschool.scoilnet.ie
T2171,ZA,blogs.harcourts.co.za,Property prices relative to income after eight years
T2172,IE,blog.findmypast.ie,The 1798 Rebellion | Findmypast Ireland | Blog
T2173,US,fashiongonerogue.com,Enter to Win a Pair of Camper Shoes
T2174,IE,filmandgamecomposers.com,Experiment - Hiring an Online Virtual Assistant
T2175,US,nonprofitresourcememo.org,Survey Indicates Donors to be More Conservative in Future Giving
T2176,US,pu-erh-tea-chinese.org,High quality longjing is the fact that frequently made relating to tea
T2177,AU,quinty.me,Monique's Cycle for Girls Challenge
T2178,IE,winesmadeeasy.ie,Bubbles All Over The World @ Wines Made Easy
T2179,IE,digitalmarketingtraining.ie,Highly Tweeted Articles 11 Times More Likely To Be Cited; Can
T2180,US,pacquiaovsmarquez4.net,Juan Manuel Marquez: KO Win Would Be the Perfect Way to Retire
T2181,GB,artfist.org,The Place for Creative People: The Lord's Lament (part one)
T2182,IE,noelleharrison.com,The Secret Loves of Julia Caesar available to
T2183,GB,wscountytimes.co.uk,Mud fails to get in the way of day of delights at Cranleigh Show
T2184,GB,mariannewildart.wordpress.com,Other Side of The Lakes
T2185,AU,a-pair-of-sporting-nuts.com,Bangladesh v West Indies in Bangladesh 2012
T2186,IE,stannesallotments.com,LOSING THE PLOT: CHAPTER 37. ARE WE MAD???
T2187,AU,australianptpodcast.com,Australian Power Transmission Podcast: Episode 21 Transcript
T2188,GB,styloko.com,Back To The Future: Sci-Fi Picks That'll Blow You Up To Space
T2189,IE,sovereignindependent.com,"20,000 copies of the 6th Edition of the"
T2190,AU,salestrainingsydney.searchenginecourse.com.au,The Importance of Efficient Bond Cleaning in Brisbane
T2191,GB,totalmerchandiseblog.co.uk,Printed USB's as part of your marketing plan
T2192,US,upandrunning.bplans.com,There Are Ways to Find Out About Your Industry
T2193,US,blog.mrmeyer.com,What I Would Do With This: Groceries
T2194,IE,blog.barrydelaney.ie,the pure spirit of rock n roll: Darkness on the Edge of Town
T2195,ZA,kaletapro.com,So You Want to Become a Certified Nursing Assistant!
T2196,IE,cerandor.com,A Matter of Scale « The Limits of Human Imagination
T2197,AU,taxchat.com.au,OECD: Intriguing concept of
T2198,ZA,p3africa.co.za,Is leadership branding an issue in South Africa?
T2199,GB,stupidlamb.multiply.com,A Korean student's essay about the Phlippines.
T2200,US,minoru09.blogspot.com,MINORU'S BLOG: Cast in the name of God
T2201,ZA,blog.wikistudent.ws,Stop living in the past « WikiStudent Blog
T2202,AU,dwcv.org.au,The most timey-wimey season ever?
T2203,GB,lilooblog.blogspot.com,Le petit jardin de liloo: Bella of the ball
T2204,US,docohobigfinish.blogspot.com,Doc Oho Reviews...: The X-Files Season Four
T2205,ZA,lifeofayouthpastor.com,Get your team on the same page.
T2206,US,guidingstars.com,Wake Up to the Smells of Baked Apples
T2207,IE,orwellhomecare.ie,Orwell Home Care would like to wish the Irish Paralympics team
T2208,AU,brownsels.com.au,BROWNS ELS Blog » Use Students' Names!
T2209,AU,prettypaperthings.com,A little chat with Gracia &amp; Louise
T2210,GB,blog.simplyhike.co.uk,Great ways to get the kids active outdoors
T2211,US,skipz.edublogs.org,Teachers' Worth Around The World
T2212,US,bearmarketnews.blogspot.com,Bear Market Issues: Walk Away From the Health Reform Bill
T2213,GB,wonderfulweb.info,Server Management Helping In the Development of Your Business
T2214,IE,articles.inwandsworth.com,A Close Look at the HP Pavilion Elite HPE-180t
T2215,ZA,bundupower.co.za,"It was a botched contract killing, says lawyer"
T2216,AU,blog.wrench.com.au,"Houston, we have a problem"
T2217,IE,shanegormanbigchimp.blogspot.com,The Ardee Man: Sleigh Bells
T2218,AU,perisher.com.au,Getting to Perisher. | Perisher SkiBum Blog
T2219,ZA,bokamosoafrica.org,African(nising) the right of women to the
T2220,AU,esmeandthelaneway.blogspot.com,Esme and the laneway: how to: my pin curl set for 1940's hair styles
T2221,GB,wrc.com,Junior race goes down to the
T2222,US,goodporkbadpork.com,Vicki Larson: Should You Lose Your Job Over An Affair?
T2223,IE,finbarmcgurren.info,Get No Sleep Adventure Racing
T2224,US,thewearyangler.blogspot.com,The Weary Angler: MIssing in Action
T2225,US,averagemarrieddad.com,Building a Home Gym (and Costs to do so)
T2226,IE,hidden-dublin.com,River Poddle underneath the city of Dublin's streets
T2227,GB,foodformass.com,foodformass: The Sweet Dessert You Won't Be Able To Resist
T2228,GB,sthelensstar.co.uk,Dogs were off their leads and there was mess everywhere (From St
T2229,GB,himachal.co.uk,Environmental chambers need to be of the highest quality
T2230,ZA,mybondquotes.co.za,Share Home Ownership And The Disadvantages Of It
T2231,AU,cooberpedyregionaltimes.wordpress.com,AS HEAT RETURNS SA RESIDENTS ASKED TO MAKE SURE
T2232,IE,minoragenda.com,Day 6 and 7: Running around Vegas
T2233,AU,curlypops.blogspot.com,CurlyPops: The Happiest Place In The World
T2234,IE,effyrose.net,Elizabeth Thompson » Days 57 - 70 out of 365.
T2235,ZA,maggie.za.net,School 2.0 in South Africa
T2236,GB,jonesandjonesfashion.com,Jones + Jones loves Billie from The Only Way Is Essex!
T2237,ZA,misssa.co.za,Are You The Next Miss SA Or Miss SA Teen?
T2238,GB,rosemarysutcliff.com,"Kevin MacDonald, director of The Eagle (of the Ninth) film, on"
T2239,GB,getthegallop.com,Early morning ride... &gt; Get the Gallop
T2240,IE,villainslair.net,THE ARCHITECTURE OF VILLAINS
T2241,GB,financial4.com,Use Credit Consolidation To Get Out Of Debt
T2242,GB,mrsvstreasures.com,There Is No Sense Of Community Any More? I Disagree! « Mrs V's
T2243,IE,blog.iia.ie,It was only a matter of time before we mentioned Web 2.0 : Irish
T2244,GB,barryjphillips.blogspot.com,Barry's Blog: No.351 Of Damned if you do and Damned if you don't
T2245,ZA,capturingafrica.co.za,A Central Kalahari Safari
T2246,AU,internetgamblingau.com.au,It was that kind of year sport
T2247,AU,deanmiller.com.au,Back to the Ice!
T2248,AU,christchurchbexley.org,There is no other savior than Jesus
T2249,IE,corktaekwondo.ie,World Cup 2012 Brighton « Cork Taekwon-Do
T2250,IE,dev.hullabaloo.ie,Rulabula would like to say bye bye to Stephanie and a great big
T2251,GB,culture24.org.uk,First major Dubuffet review for nearly 50 years opens at Pallant
T2252,ZA,zombiegamer.co.za,Assassin's Creed 3 | Zombiegamer Review
T2253,AU,timeandenergy.com.au,Commercial Property Presentations and Sales Pitch Strategies
T2254,US,johnstepper.com,"If someone offered you free career insurance, would you take it"
T2255,US,constitutionschool.com,"Ohio State QB: ""Why should we have to go to class if we came here"
T2256,ZA,marcforrest.com,A couple of pics from the weekend
T2257,ZA,englishinlim.co.za,A guideline for the interpretation and use of ANA results
T2258,US,wasteland.inxile-entertainment.com,The Wasteland Chronicles - Wasteland 2 - inXile entertainment
T2259,AU,infobytes.tv,Breaking Bad - Reflections on the Doppelgänger
T2260,GB,repsuk.wordpress.com,Older people want to do more exercise but less than half are doing
T2261,ZA,neobluepanther.com,"Do you know of an interesting blog about Writing, Creativity, or"
T2262,IE,harpinonrugby.net,HARPIN' ON RUGBY: Leinster-33 Gloucester-22
T2263,ZA,cycleasylum.co.za,Hog to Pumba Trail
T2264,ZA,ryanbrussow.co.za,Making yourself a CEO
T2265,ZA,gps.arrivealive.co.za,Does the use of a navigation system increase driver awareness?
T2266,ZA,petesweekly.com,PetesWeekly » Blog Archive » Just-in-Time Marketing.
T2267,GB,bishopstonmum.com,Bishopston Mum: A Brief Sojourn at Relax Coffee Lounge Cafe
T2268,AU,dackgan4gb1.ajuntapress.com,for a moment | dackgan3aBX6
T2269,AU,angela-earthmama.blogspot.com,earthmama: around the world in 80 blogs
T2270,IE,razorcoast.com,8 Tips for Getting More Potential Buyers to Your Website
T2271,US,chicklitisnotdead.com,25 Things Liz &amp; Lisa want to know about Liza Palmer
T2272,IE,thewhisperbook.com,Dark Guipure Lace Knickers « thewhisperbook
T2273,AU,cocomack.com,Being specific as a way for clearer thinking
T2274,IE,yourtechstuff.com,TechWire: A modest proposal to the next Yes campaign: try a bit of
T2275,ZA,durbandiva.wordpress.com,"Artists, this is one for you"
T2276,AU,jamesmastertruestories.com,I haven't seen any of the James TV ads!
T2277,GB,wendycockcroftwebdesign.com,Are You A Lion Or A Unicorn?
T2278,ZA,witsradioacademy.co.za,There is no shortage of coal
T2279,GB,the189.com,Introduction to Sculptor Michael Coffey by Bespoke Global
T2280,ZA,jordimarketing.com,"Which is larger, the number of American jobs lost during Bush's"
T2281,ZA,travelchat.co.za,7 Reasons Italy is Better Traveled as a Couple
T2282,GB,rosshemsley.co.uk,Barista in the Mountains
T2283,AU,abilityoptions.org.au,Brenton Ashford-Potter presented with NRMA Young Volunteer of
T2284,ZA,alephsurf.org,Matt Johnson. His purpose goes beyond the oceans.
T2285,US,mariopiperni.com,Face of the Day
T2286,AU,theserendipitycafe.blogspot.com,the serendipity cafe: A lil bit of this and a lil bit of that...
T2287,US,jimsmusicnotes.blogspot.com,Jim's Music Notes: Up and coming in the time of darkness....
T2288,US,inlandpolitics.com,The Sun: San Bernardino to look at outsourcing Police Department
T2289,AU,franchise.org.au,Part of a bigger family
T2290,AU,k-k.com.au,Manage a variety of properties
T2291,US,realmomslovetoeat.com,"Saving Bees, One Tasty Bite at a Time « Real Moms Love To Eat"
T2292,ZA,jamesvermont.co.za,Time flies for the apathetic
T2293,GB,loadsofmoney.com,The Top 5 Webistes For Social Networking
T2294,IE,ucc.ie,CCJHR Blog: Panel 3: The Role of Transitional Justice in
T2295,US,norsecoderadio.com,"I don't want to talk about the Bengals, but I want to talk about the"
T2296,IE,blog.blueface.ie,Networking and Diasporas - Promoting Economic - Blueface Blog
T2297,AU,laloulah.com,a little bit of research
T2298,US,blackborder.com,Team Grand Prix And A Bit Of The Pro Tour
T2299,AU,adrianharper.com.au,The Benefits of Fermented Foods
T2300,US,members.thebestlife.com,"The Best Life Blog: Fitness, Weight"
T2301,US,farnamstreetblog.com,Do Men And Women Cooperate Differently?
T2302,US,software-carpentry.org,Settings Our Sights a Little Bit Lower
T2303,GB,gmbc.org.uk,Too cheap to pay for your own fireworks? Fireworks Night Ride 5th
T2304,ZA,itnewsafrica.com,Nigeria's telecom leaders call for an investigation
T2305,ZA,sowetolifemag.co.za,Boks are ready for All Blacks!
T2306,ZA,oldapostolicreveiled.blogspot.com,The Apostolic Church Revealed: What is the difference between the
T2307,GB,news.cfhdocmail.com,Docmail news: Mailshots don't need to be expensive!
T2308,AU,mylittlebookcase.com.au,Handmade Gifts: Swirled Glass Vases : A
T2309,GB,worldlynomads.com,Which temples to see in Angkor Wat
T2310,AU,live.unimelb.edu.au,Europe in Crisis: The end of the European dream?
T2311,ZA,showlove.co.za,"A$AP Rocky Delaying ""LongLiveA$AP"" To Grow Buzz, Album Is"
T2312,US,lbo-news.com,Explaining what goes on in the world: in memory of Bob Fitch « LBO
T2313,IE,goodenergiesalliance.com,"No, France does not close the door to shale gas"
T2314,ZA,travelcreek.com,Traveling with babies /travelblog
T2315,US,90sreality.com,Remember Eminem When He Was... Crazy
T2316,IE,donalskehan.com,Craig Thompson's Flakey &amp; Buttery Rustic Rhubarb Tart
T2317,US,chicmommagazine.com,The Term Refraction Means What In Terms of Rainbows? Fun with
T2318,US,friendshipplace.wordpress.com,"So, what does homelessness have to do with 9/11?"
T2319,ZA,moellergang.com,September 2012 » The Moeller Gang
T2320,ZA,mynakedbokkie.com,"When I grow up, I want to be... « Happy isn't always a Fairy Tale."
T2321,GB,professionalswimmingpoolsblog.com,How do you heat your swimming pool?
T2322,GB,freemefromfat.com,Taking Vitamins If You're Trying To Get Pregnant With A Girl Baby
T2323,IE,thousandseeds.com,Social Entrepreneurs Ireland Finalists 2012
T2324,AU,spiritofcarlton.com,Carlton midfielder Max Howell dies « Official Website of the Spirit of
T2325,IE,answer.ie,What is the difference between an amino acid and a monosaccharide
T2326,ZA,rougebeauty.co.za,Fit Flop Hyka Boots
T2327,US,cabiblog.typepad.com,CABI Blogs: hand picked... and carefully sorted: The many
T2328,IE,curiouswines.ie,Scraping the Top of the Barrel: Curious Picks
T2329,AU,expatforum.com,Questions about Family Sponsored 489 Visa
T2330,US,kimandsara.org,Benefits of Being a Member of El Cid Vacations Club
T2331,ZA,chump-style.blogspot.com,ChumpStyle: Jan and his crew are going to hell
T2332,US,sportsjabber.net,Pat Burrell is Undecided on Whether or Not to End His Career
T2333,US,greginhollywood.com,"Jesse Tyler Ferguson stunned by ""the amount of vitriol"" he's endured"
T2334,GB,mgaray.com,Google is Not the Only Phone Company in Town!
T2335,US,gotonews.wordpress.com,Some of the Things Democrats Will be Answering Next Week « Go
T2336,ZA,feikemanagement.blogspot.com,Why DEA cannot be responsible for BBWW and WSCD
T2337,GB,easy16.com,How To Find Out If He Or She Lying To You.
T2338,GB,blog.ukmedix.com,Premature Ejaculation - Getting to the root of the problem
T2339,ZA,carpetcleaningmasters.com,Carpet Cleaning &amp; Cleaners Johannesburg
T2340,ZA,geekrebel.com,What if money was no object?
T2341,US,okbu.edu,Alum Jami Smith: Just Part of a Puzzle
T2342,US,pietistschoolman.com,"Is ""Christianity after Religion"" a Kind of ""Neo-Pietism""? « The Pietist"
T2343,GB,tgnobby.com,If it were anyone else
T2344,IE,insecurety.net,Zemra DDoS Bot: Backdoors in your Backdoors!
T2345,AU,goldcoastsurfboards.com.au,Practicing Surfing Out Of The Water
T2346,AU,theyearoflivingextraordinarily.com,15 - 21 October ~ The Strength in Waiting
T2347,ZA,mccycle.co.za,MCC Weekly Newsletter - 2012/10/24 | Midrand Country Cyclists
T2348,ZA,bestgardenblog.com,A Guide In Choosing The Best Teak Furniture
T2349,US,stlouiscitytalk.com,St. Louis City Talk: Signs In The City
T2350,IE,talkirish.com,Irish Word a Day
T2351,AU,riskinfo.com.au,The Role of the Financial Adviser
T2352,ZA,joannstokes.com,Weddings: Natasha &amp; Werner - Moorreesburg!
T2353,IE,advsafetyblog.com,Battle of the Texts: Girls More Likely to Text While Driving
T2354,US,hockeyschedule.me,NHL Lockout 2012: Is De-Certification A Viable Option For NHLPA
T2355,US,wday.com,Voters to decide whether or not to build a second high school
T2356,ZA,dewalddaniels.co.za,DIY: Permaculture Veggie Tower Top billing
T2357,GB,nomdestrip.co.uk,L.I.E to Tertulia
T2358,AU,loganholmenews.com,Cr Cherie Dalley misses the point
T2359,AU,socialistworker.org.au,French election heralds more battles to come
T2360,AU,hermes-kelly-online.com,BURBERRY could well be heralded being a result of / hermes-kelly
T2361,AU,4350water.blogspot.com,4350water blog: PM K Rudd realises one of his MPs is a froot loop ...
T2362,ZA,main.sarpa.net,Lambie gets pivotal role
T2363,GB,harrowcloud.net,Harrow College Beauty Student Wins a Place in the World Skills
T2364,IE,leovaradkar.ie,M50 Tolling Scheme set to be the next Rip-Off
T2365,GB,lilagribben.com,Just A Few Tips
T2366,IE,listowelconnection.blogspot.com,Listowel Connection: Back to school and some flowers in Listowel
T2367,IE,flimber.com,Content Vortex Sells over 2000 Units in 1 week
T2368,ZA,bonniedoonblog.co.za,Are You Guilty of these Fashion Blunders?
T2369,IE,firiesgaa.com,One Policy At a Time : : My
T2370,US,theprocessoflearning.com,Horses: The Process of Learning: Ella Under Saddle! Videos
T2371,IE,irishpatients.ie,Government decides the location for the New
T2372,ZA,energy4man.com,"Boost your energy, and your life!"
T2373,ZA,kiabuzz.co.za,Afrikaans Singer Kurt Darren Wins Kia Celebrity Cook-Off
T2374,IE,beaut.ie,Brr...Autumn is in the Air
T2375,ZA,southafrica.jobs-career-listing.com,Legal Administration Officers - Justice / Constitutional Department
T2376,ZA,literarytourism.co.za,Interview with Mike Nicol
T2377,AU,phuket-fever.com,Corruption in Thailand | Phuket-Fever.com Blog
T2378,US,larrycorreia.wordpress.com,"There I go, offending people again... « Monster Hunter Nation"
T2379,GB,thesnackreview.com,The Snack Review: Frey- White Chocolate Almonds
T2380,GB,anna.aero,anna.aero's IATA Slot Conference on-site newspapers
T2381,ZA,chestermillythomasblog.bloglines.co.za,most of the people that is certainly
T2382,US,dagonsblood.wordpress.com,Dagon's Blood by Virginia Lee's Blog
T2383,GB,signsofangels.net,Do Angels Come in the Form of Friends?
T2384,ZA,gutsygirls.co.za,I need to surrender control to get on with it
T2385,AU,apia.net.au,"""Dirty Money"" in the Name of Clean Energy"
T2386,US,inspirefirst.com,My grandmother used to say that ...
T2387,GB,forum.breastimplantassociation.org,PIP support forum ~ Do you find it hard to have any sympathy with
T2388,ZA,international.sheergroup.com,The Cult reveal prequel to Choice of Weapon Album
T2389,AU,mathsface.com,Harmonic Subseries and a Problem
T2390,ZA,maqueda.info,EE Proud To Be the First One to Roll Out 4G Services in UK
T2391,AU,deeplode.com,DeepLode: USA steps up to the China challenge.
T2392,ZA,espncricinfo.com,Boucher 'unlikely' to play cricket in future
T2393,US,vancouverislandnature.wordpress.com,A Couple of Twofers from Africa
T2394,AU,melbourneice.com.au,Game Report - ICE v Bears
T2395,GB,inayatscorner.wordpress.com,The Scientist Who Learned How to Talk to Ants
T2396,US,philosophersanon.blogspot.com,Philosophers Anonymous: This is not a blog entry (now with content!)
T2397,AU,createordie.com.au,Message in a Bottle: Creatives to challenge 'throw away' plastic
T2398,ZA,antoniaheil.com,We are going to Europe / Wir fotografieren in Europa
T2399,US,thegreenmarketoracle.com,The GREEN MARKET ORACLE: Climate Change is One of the
T2400,IE,gamezbox.ie,Welcome to New Eden Part 2 in a series of DUST 514 dev diaries
T2401,GB,lukedicken.com,The Forbes Games Industry 30 under 30
T2402,ZA,magependragon.co.za,A good looking ass
T2403,US,yabbedoo.wordpress.com,Wonderful all-inclusive resorts that you can afford!
T2404,ZA,pcbunny.co.za,Paranormal Activity 4 (2012) Review « Movie Reviews
T2405,AU,dramaofexile.com,Win a double pass to the Love Vintage Melbourne
T2406,ZA,profgary.co.za,It does not take 10 000 hours to be great at something
T2407,US,boldandcentered.com,Adventures I would like to Have
T2408,ZA,vonzippersa.com,Parko On Top Of The World
T2409,GB,blog.eukhost.com,A List of Top WordPress Security Plugins
T2410,AU,thebestjudge.com,Allow me to be the best judge of that! « The Best Judge
T2411,AU,pigsdontfly.com,Pigs Don't Fly: No News Is No News
T2412,IE,cammyharley.blogspot.com,The Children's Referendum - 10th November 2012
T2413,GB,barn.headscape.co.uk,Smashing Mag: '.NET you know you want to'
T2414,AU,doctordi.wordpress.com,"For Every One of Them, There's Millions of Us « DoctorDi"
T2415,IE,ancathach.com,An Cathach: You Know You Want To
T2416,ZA,templetravels.co.za,Brussels - Take 2 | Temple Travels
T2417,IE,fatmanjogging.com,Getting back running and the mind playing tricks
T2418,GB,vetnurse.co.uk,New product to make it easier to collect cats' urine samples
T2419,GB,thecliftonbibleproject.blogspot.com,The Clifton Bible Project: 24th Nov
T2420,AU,westernsolar.com.au,People are dying because of the air they breathe indoors.
T2421,US,schmoesknow.com,Pitch Perfect Review - Schmoes Know...
T2422,ZA,fulfillmentstyle.bloglines.co.za,Tips About How To Be Interesting Despite The Fact That You Might
T2423,US,wineandbowties.com,THE OTHER DREAM TEAM
T2424,US,hhwindow.com,VITACOST get vouchers can not be experts advise
T2425,AU,lifeasmummymax.com,A morning walk around the zoo
T2426,US,morgarruya.blogspot.com,MORGARRUYA: if you were going to go to a party what would you
T2427,IE,econsultancy.com,"Venture capital sucks, until you're offered $100m"
T2428,AU,katrinaleechambers.com,I have a decision to make about a fireplace
T2429,AU,soupblog.wordpress.com,The place to be in Perth city! « Soup Blog
T2430,ZA,enke.co.za,From The Rooftop: In the Spirit of Biko Month
T2431,IE,blog.mainstreamrp.com,Friends of the Supergrid launches 'Supergrid 2013 Award
T2432,ZA,workfromhomemembership.com,Every thing You have to Know About Running a blog
T2433,US,arleenetaylor.com,Arleene Taylor Makeup Artistry: How to Talk to a Makeup Artist
T2434,GB,guyopperman.blogspot.com,Civil Servants should not earn more than the PM
T2435,ZA,artheat.net,THIS IS NOT A JOKE: Highlight of My Day
T2436,ZA,twofruitsonerobot.com,How to take a screen shot on an Android smart phone
T2437,ZA,psgam.co.za,The PSG Angle: SA platinum industry
T2438,GB,beingchirpy.com,11 Smart Ways to Behave Better to Improve Relationships
T2439,GB,raceforthepole.co.uk,"Monday 13th February 1911, Of The Use Of Ponies On The Barrier"
T2440,IE,ltfc.ie,Airtricity U19 League of Ireland
T2441,GB,charlesarthur.com,Charles on... anything that comes along
T2442,ZA,fightagainstcrime.co.za,Fight Against Crime South Africa
T2443,ZA,capetocongo.com,"Not hunting in the same pack: Africa's economic ""lions"""
T2444,AU,mullumsari.com,10 Reasons Eating Raw is Healthier For You and the Planet
T2445,US,dodbuzz.com,A Little More Info on the Raptor and Libya
T2446,AU,hachiroku.com.au,Back To The Old School! 1985 AE86 1000km Cup at Fuji Speedway
T2447,IE,horticulture-news.com,New Director of the National Botanic Gardens Dublin
T2448,US,joejolly.wordpress.com,Somebody Has Just Got To Do Something About That Google
T2449,GB,10-ways-to-quit-smoking.com,When Anyone Behaves In A Way You Hate The Most.
T2450,IE,singleindublin.com,You want me to fuck your wife?
T2451,US,toldinvain.wordpress.com,In the Name of Bob
T2452,GB,news.driverdb.com,Alvaro Parente wants to be in the top again
T2453,IE,leateds.com,It's Finally Back | Leateds.com
T2454,US,millineryatelier.com,"Couture Millinery Atelier.: ""Be The Hattiest Of Them All!"" #2 Of My"
T2455,ZA,loans-for-south-africa.co.za,Compare South African Banks
T2456,IE,geographicalsocietyireland.ie,Atlas of the Great Irish Famine « Geographical Society of Ireland
T2457,AU,clicksport.com.au,"PGA Tour Player, Rookie of the Year ballots sent out"
T2458,GB,motorcarforum.com,How can I get rid of the rust on my wheel arch
T2459,AU,theshovel.com.au,"Tony Abbott concedes: ""I haven't read anything since 1972"" « The"
T2460,AU,lattimore.id.au,A Series Of Unfortunate Events
T2461,GB,joysandsorrows.co.uk,Dave Langan Speaks to Joys and Sorrows
T2462,GB,synergyxtr.co.uk,Outsourcing Will Continue To Grow Despite Economic Slowdown
T2463,GB,belgraviacentre.com,Baldness in the Bible
T2464,AU,youcompare.com.au,Private health insurance premiums to rise up to $150
T2465,GB,electricinca.com,Lords stick it to The Man « electricinca.com
T2466,AU,sydwalker.info,Safeguarding the Right to Protest and Know
T2467,IE,catherinebrophy.ie,NOSE TO THE KEYBOARD « catherinewrites
T2468,ZA,life.insurance123.co.za,Should People With No Debt Have Life Insurance?
T2469,ZA,farsightcoaching.com,You do not have to be good ... « Farsight Life and Business Coaching
T2470,US,newsbusters.org,"Matthews Charges 'They Practically Frisked' Obama, 'Get Out of"
T2471,GB,theagedp.com,"""We Want To Have Our Eye On All Of"
T2472,ZA,madge-thisisthelife.blogspot.com,This is the life: Sometimes we have to do things that aren't nice
T2473,IE,febvrewines.ie,Le Beaujolais Nouveau 2012 est arrive!
T2474,IE,mcdonnellpaints.ie,Wallpapers - Pat McDonnell Paints - Colour Advice
T2475,IE,brightnessproject.com,Vintage style chair makeover
T2476,AU,lmtdspace.wordpress.com,Queensland Collage of art graduate exhibitions
T2477,ZA,cyphafrica.com,the Empires strike back
T2478,ZA,unimasouthafrica.org,Global Creative Collaboration at its Best: The Story of 'PopArt
T2479,GB,blog.itsecurityexpert.co.uk,"IT Security Expert: Burgas Airport Bombing, CCTV does not React"
T2480,GB,rivertac.org,A new video highlighting the damage caused by
T2481,AU,childdevelopment.howtoinfo-247.com,Inside Pregnancy: Weeks 1-9 | BabyCenter Video | Child Development
T2482,GB,petsamaritans.co.uk,Goats like to go out browsing
T2483,IE,bohanna.typepad.com,MAMBO in the middle (Pure Play)
T2484,AU,visitstarshollow.blogspot.com,Stars Hollow: Now this would be a fun dinner...
T2485,US,blogs.plimoth.org,All Lace All the Time
T2486,IE,ireland-information.com,Terror 1974 - an Irish short story by Michael Collins
T2487,IE,directorsdebts.com,The Bush Administration Has Been A Miserable Failure
T2488,AU,queenslandproperty.com.au,What can buyers expect in terms of capital growth in regional areas?
T2489,US,coffeeteaordutyfreebook.blogspot.com,Coffee?Tea?orDutyFree?TheBook: Sorry Life Got in the Way
T2490,ZA,represent.co.za,Dark Side of the Moon at UCA Gallery
T2491,IE,argonmagazine.com,Andrew Clark | Argon Magazine
T2492,US,blog.blendimages.com,The Heart of the Internet
T2493,AU,lifehacker.com.au,"Saturday, April 19, 2008 | Lifehacker Australia"
T2494,AU,jonathannewton.net,Rational Expectations based on the suitably weighted opinions of
T2495,US,minmincouple.wordpress.com,[Interview] Sam Oh on Lee Min Ho
T2496,US,momresponds.com,I Hurt All The Time
T2497,US,disfromage3.blogspot.com,madison kate: there have been a lot of birthdays going on around here
T2498,ZA,devilspeakbrewing.co.za,Devil's Peak Brewing Company
T2499,ZA,johnedwinmason.typepad.com,Margaret Bourke-White &amp; the Photography of Segregation: Life
T2500,GB,news.cambridgeppf.org,Charity calls for councils to cooperate in response to City's Issues
T2501,IE,nettv.ie,11/14/2012 -- Dutchsinse Interview -- Weather Modification of
T2502,IE,bco.ie,First Fridays at the Castle
T2503,US,biggerpockets.com,Where Does All the Time Go?
T2504,US,blog.oasisky.com,Take Care of Yourself During the Holidays
T2505,US,buttermilkpress.com,Soup's On! At Least it Will Be with These Recipes
